model_name,num_species,num_reaction,num_perturbation,num_timepoint,deg0_min,deg0_median,deg0_max,deg0_values,deg0_num_nonzero_term,deg1_min,deg1_median,deg1_max,deg1_values,deg1_num_nonzero_term,deg2_min,deg2_median,deg2_max,deg2_values,deg2_num_nonzero_term
BIOMD0000000021,10,24,0,1000,0.0,0.0,2.220446049250313e-16,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), np.float64(2.220446049250313e-16), 0.0, 0.0]",4.0,0.0,0.9999995111298828,0.9999999999996237,"[np.float64(0.9999999999996237), np.float64(0.9999999999996237), np.float64(0.9999999970725599), np.float64(0.9999999970725599), np.float64(0.9999995111298828), np.float64(0.9999995111298828), np.float64(0.073636881305297), np.float64(0.073636881305297), 0.0, 0.0]",54.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",444.0
BIOMD0000000022,10,32,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.8312196001251568,0.9486299079888934,0.9764180811892829,"[np.float64(0.946805921405315), np.float64(0.9764180811892829), np.float64(0.9699882981302654), np.float64(0.9578363041138627), np.float64(0.9507307919352753), np.float64(0.9100859875718241), np.float64(0.8312196001251568), np.float64(0.9370529247615058), np.float64(0.9504538945724716), np.float64(0.9093093561380543)]",108.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",656.0
BIOMD0000000023,5,11,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",13.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",96.0
BIOMD0000000026,11,10,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, np.float64(1.1102230246251565e-16), np.float64(1.1102230246251565e-16), 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0, 0.0]",7.0,0.0,0.8715056281570495,0.9992335566050937,"[np.float64(0.8715056281570495), np.float64(0.9655915750830779), np.float64(0.9992335566050937), np.float64(0.7678219678486387), np.float64(0.909309246540467), np.float64(0.7676712539944069), 0.0, np.float64(0.8729648611503389), 0.0, 0.0, np.float64(0.9090320635243817)]",116.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",729.0
BIOMD0000000027,5,4,0,1000,0.0,0.0,2.220446049250313e-16,"[np.float64(2.220446049250313e-16), 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0]",2.0,0.0,0.9636308523650505,0.9999196418048647,"[np.float64(0.9999196418048647), np.float64(0.9636308523650505), np.float64(0.9914930498927581), 0.0, 0.0]",18.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",16.0
BIOMD0000000028,16,17,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, np.float64(1.1102230246251565e-16), np.float64(1.1102230246251565e-16), 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",11.0,0.0,0.77164684406487,0.9999209206105554,"[np.float64(0.8301269325299769), np.float64(0.9993270190699644), np.float64(0.9999209206105554), 0.0, np.float64(0.7633946306339288), np.float64(0.7798990574958113), np.float64(0.9994606438482945), 0.0, np.float64(0.7401743927225971), np.float64(0.7503109163528092), 0.0, np.float64(0.9808676489221853), 0.0, np.float64(0.9958996367596229), np.float64(0.8248049716874511), np.float64(0.7356775606460266)]",249.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2297.0
BIOMD0000000029,6,7,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.0,0.0,0.982993261297388,0.9999969518992163,"[np.float64(0.9999969518992163), np.float64(0.9999923168554631), np.float64(0.9890195536833313), np.float64(0.9769669689114445), 0.0, 0.0]",28.0,0.0,0.0,0.9999999277620273,"[np.float64(0.999999926161015), np.float64(0.9999999277620273), 0.0, 0.0, 0.0, 0.0]",110.0
BIOMD0000000030,18,20,0,1000,0.0,0.0,1.1102230246251565e-16,"[np.float64(1.1102230246251565e-16), 0.0, 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.0,0.0,0.9999250721614832,"[np.float64(0.7803394412837773), 0.0, 0.0, np.float64(0.9999250721614832), np.float64(0.7628952575364382), np.float64(0.7766778940306848), 0.0, 0.0, np.float64(0.7627174553137968), np.float64(0.7627174553132212), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.8271723243714979), np.float64(0.7311647548256349)]",300.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2953.0
BIOMD0000000031,6,4,0,1000,0.0,0.0,1.1102230246251565e-16,"[np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0, 0.0]",3.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",12.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",19.0
BIOMD0000000035,9,16,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",293.0
BIOMD0000000036,2,5,0,1000,0.0,0.0,0.0,"[0.0, 0.0]",0.0,0.033478800141718,0.22877077492555603,0.42406274970939406,"[np.float64(0.42406274970939406), np.float64(0.033478800141718)]",6.0,0.0,0.0,0.0,"[0.0, 0.0]",12.0
BIOMD0000000038,13,10,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, 0.0, 0.0, np.float64(1.1102230246251565e-16), 0.0, np.float64(1.1102230246251565e-16), np.float64(1.1102230246251565e-16), np.float64(1.1102230246251565e-16), 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0]",13.0,0.43313010539289654,0.7526502507628008,0.9201583821065391,"[np.float64(0.7514180506536678), np.float64(0.7526502507628008), np.float64(0.7385166352690442), np.float64(0.7581221527330952), np.float64(0.7217307797910331), np.float64(0.9201583821065391), np.float64(0.7548542294212697), np.float64(0.6883715316556935), np.float64(0.43313010539289654), np.float64(0.7794103275140246), np.float64(0.7601295259855576), np.float64(0.7511381003152509), np.float64(0.7693300526820467)]",182.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1365.0
BIOMD0000000039,5,7,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",2.0,0.41219622282610824,0.78031969814977,0.9814309971182295,"[np.float64(0.41219622282610824), np.float64(0.78031969814977), np.float64(0.5977315743400707), np.float64(0.9814309971182242), np.float64(0.9814309971182295)]",25.0,0.0,0.0,0.7143498132912374,"[np.float64(0.7143498132912374), 0.0, 0.0, 0.0, 0.0]",60.0
BIOMD0000000041,10,9,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",10.0,0.0,0.8332028005438372,0.9999995973094618,"[np.float64(0.9998565712506201), np.float64(0.8362120356002052), np.float64(0.9999995973094618), 0.0, 0.0, np.float64(0.8248124455023484), np.float64(0.8301935654874693), np.float64(0.9999984868925847), np.float64(0.9994195209167769), np.float64(0.8206560816681159)]",101.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",604.0
BIOMD0000000042,15,25,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7.0,0.0,0.6708347429678817,0.9844692907248355,"[np.float64(0.9272624816959234), np.float64(0.935578740647008), 0.0, 0.0, np.float64(0.9844692907248355), np.float64(0.9815537140678572), 0.0, np.float64(0.6708076457296062), np.float64(0.6708347429678817), np.float64(0.7737261585205213), 0.0, 0.0, 0.0, np.float64(0.7899441926132662), np.float64(0.806314135499088)]",189.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1812.0
BIOMD0000000043,5,7,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.9983328683239974,0.9999999239958149,0.9999999268260578,"[np.float64(0.9999999268260578), np.float64(0.9999992837342234), np.float64(0.9999999239958149), np.float64(0.9983328683239974), np.float64(0.9999999239958183)]",25.0,0.9984106075955135,0.9999999243484208,0.9999999271049517,"[np.float64(0.9999999271049517), np.float64(0.999999318587784), np.float64(0.9999999243484208), np.float64(0.9984106075955135), np.float64(0.9999999243484237)]",90.0
BIOMD0000000044,4,8,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",3.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",12.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",25.0
BIOMD0000000045,4,8,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",0.0,0.052171695969884024,0.35910480213753787,0.5719518105585665,"[np.float64(0.5719518105585665), np.float64(0.052171695969884024), np.float64(0.33523979958145167), np.float64(0.38296980469362407)]",19.0,0.1842982820764265,0.30805038663859546,0.5716884777857101,"[np.float64(0.5716884777857101), np.float64(0.1842982820764265), np.float64(0.22077140940990692), np.float64(0.395329363867284)]",59.0
BIOMD0000000046,12,15,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,0.0,0.4520981861932311,0.8528719357785208,"[np.float64(0.6795814754075415), np.float64(0.7874725961552687), np.float64(0.7921869521504301), np.float64(0.618965740170324), 0.0, 0.0, np.float64(0.08427530030133124), 0.0, np.float64(0.12915958442809727), np.float64(0.2852306322161382), np.float64(0.8528719357785208), np.float64(0.7847917588708471)]",67.0,0.0,0.0,0.8393850963821721,"[np.float64(0.8393850963821721), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",546.0
BIOMD0000000050,14,16,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.0,0.0,0.9999999551656221,"[np.float64(0.9998731811748705), 0.0, np.float64(0.999938507710811), np.float64(0.9999422059629686), np.float64(0.9999366601357556), 0.0, 0.0, np.float64(0.9999999551656221), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",74.0,0.0,0.17419581271323437,0.17419581271323437,"[0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.17419581271323437), np.float64(0.17419581271323437), 0.0, np.float64(0.17419581271323437), np.float64(0.17419581271323437), np.float64(0.17419581271323437), np.float64(0.17419581271323437), np.float64(0.17419581271323437), np.float64(0.17419581271323437)]",248.0
