model_name,num_species,num_reaction,num_perturbation,num_timepoint,deg0_min,deg0_median,deg0_max,deg0_values,deg0_num_nonzero_term,deg1_min,deg1_median,deg1_max,deg1_values,deg1_num_nonzero_term,deg2_min,deg2_median,deg2_max,deg2_values,deg2_num_nonzero_term
BIOMD0000000166,3,9,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",12.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",30.0
BIOMD0000000167,8,7,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",13.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",190.0
BIOMD0000000169,11,27,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.4370401846164992,"[0.0, 0.0, 0.0, np.float64(0.4370401846164992), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",86.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",568.0
BIOMD0000000170,7,17,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0]",4.0,0.8953199795388425,0.9986768922188062,0.9999999566233363,"[np.float64(0.8953199795388425), np.float64(0.9770992680337619), np.float64(0.9999952413863814), np.float64(0.984852347336962), np.float64(0.9999995573350263), np.float64(0.9986768922188062), np.float64(0.9999999566233363)]",33.0,0.0,0.9955820101297016,0.9999999894138532,"[np.float64(0.9968692125247501), np.float64(0.9955820101297016), np.float64(0.9959893203702014), np.float64(0.9999999894138532), np.float64(0.9889721719450878), np.float64(0.8547771375614982), 0.0]",154.0
BIOMD0000000171,10,26,0,1000,0.0,0.0,2.220446049250313e-16,"[0.0, np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.18002861937183157,0.9914756708814046,0.9999975762531856,"[np.float64(0.9997749721613353), np.float64(0.9499690175707675), np.float64(0.9913045087481823), np.float64(0.991646833014627), np.float64(0.954775545410194), np.float64(0.9945493026115204), np.float64(0.9998999929303282), np.float64(0.9459403040741696), np.float64(0.18002861937183157), np.float64(0.9999975762531856)]",91.0,0.0,0.972616324393506,0.9999974597425628,"[np.float64(0.9560109616273904), np.float64(0.9892216871596214), np.float64(0.9990356905309521), np.float64(0.9999974597425628), np.float64(0.9911675785672992), 0.0, np.float64(0.4051740343671253), np.float64(0.9999699723642438), 0.0, np.float64(0.8745259778077776)]",644.0
BIOMD0000000172,17,19,0,1000,0.0,0.0,2.220446049250313e-16,"[np.float64(2.220446049250313e-16), 0.0, np.float64(1.1102230246251565e-16), np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), 0.0]",14.0,0.0,0.9991471841065076,0.9999388628905144,"[np.float64(0.8562151962178273), np.float64(0.9997858184787163), np.float64(0.9960803455723631), np.float64(0.9991471841065076), np.float64(0.9871877116163325), np.float64(0.9999332560315329), np.float64(0.9932498396650556), np.float64(0.9993690976456093), np.float64(0.999369855883913), np.float64(0.9970053043075566), 0.0, np.float64(0.9970053043080653), np.float64(0.9999291953201352), np.float64(0.9999196636609435), np.float64(0.9999388628905144), np.float64(0.9998057542833596), np.float64(0.9851492271972246)]",291.0,0.0,0.8071466939534298,0.999170480544282,"[0.0, np.float64(0.7639752142914323), np.float64(0.6480179311127274), np.float64(0.5706013342518854), np.float64(0.8562275733286419), np.float64(0.999170480544282), np.float64(0.9851669540205455), np.float64(0.9982680715187968), np.float64(0.9431520838849873), 0.0, 0.0, 0.0, np.float64(0.9822170218369465), np.float64(0.9552966358913176), np.float64(0.7906422422454437), np.float64(0.9724373254043888), np.float64(0.8071466939534298)]",2858.0
BIOMD0000000174,4,10,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.8999847485019217,"[0.0, np.float64(0.8999847485019217), 0.0, 0.0]",14.0,0.0,0.0,0.14275689047683993,"[0.0, np.float64(0.14275689047683993), 0.0, 0.0]",49.0
BIOMD0000000175,118,102,0,1000,,,,,,,,,,,,,,,
BIOMD0000000176,17,19,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.0,0.0,0.9982593648422642,0.9999945179452726,"[np.float64(0.8735050263947939), np.float64(0.9990651665123365), np.float64(0.9969988557530669), np.float64(0.9998929942487138), np.float64(0.9927080067004423), np.float64(0.9999945179452726), np.float64(0.993795516556684), np.float64(0.9986797375918544), np.float64(0.9986807637819518), np.float64(0.9906595221725013), 0.0, np.float64(0.9906595221680945), np.float64(0.9996687348467181), np.float64(0.9997123615475989), np.float64(0.9993275834960301), np.float64(0.9982593648422642), np.float64(0.9750911012807666)]",288.0,0.0,0.7789513219250626,0.9995290606097759,"[0.0, np.float64(0.9404537983687862), np.float64(0.8926376506629509), np.float64(0.9874254390378793), np.float64(0.2179020752089954), np.float64(0.9995290606097759), np.float64(0.39994461222032207), np.float64(0.8175474867507073), 0.0, 0.0, 0.0, 0.0, np.float64(0.9372283870976081), np.float64(0.9491040076958619), np.float64(0.8070168447693886), np.float64(0.7789513219250626), 0.0]",2619.0
BIOMD0000000177,18,21,0,1000,0.0,0.0,2.220446049250313e-16,"[0.0, np.float64(1.1102230246251565e-16), 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(1.1102230246251565e-16), 0.0]",12.0,0.9706400090062577,0.9949840308646692,0.9999998590860316,"[np.float64(0.9949658368090478), np.float64(0.9987723019007845), np.float64(0.9996753467534837), np.float64(0.9894185459983499), np.float64(0.9990221009787035), np.float64(0.9997186995341634), np.float64(0.9978299037136816), np.float64(0.9950815775525245), np.float64(0.9950022249202907), np.float64(0.9868532303051887), np.float64(0.9900933481625205), np.float64(0.9868532303044911), np.float64(0.9943436818328967), np.float64(0.9955651121421631), np.float64(0.9913226948654198), np.float64(0.992886964335237), np.float64(0.9999998590860316), np.float64(0.9706400090062577)]",324.0,0.0,0.9374793795413581,0.998399237217827,"[np.float64(0.9303100645950536), np.float64(0.998399237217827), np.float64(0.9837905200028573), np.float64(0.9557292378968029), np.float64(0.9604164778240539), np.float64(0.9893590908775142), np.float64(0.9649903030272098), np.float64(0.9962203931771132), 0.0, np.float64(0.8622473603764664), 0.0, np.float64(0.8622473605907641), np.float64(0.775422260874984), np.float64(0.6645105001279872), np.float64(0.9446486944876624), np.float64(0.8449674885121099), np.float64(0.9938410229286045), np.float64(0.4054255597815726)]",3209.0
BIOMD0000000178,5,4,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.023241882991969165,0.9999999901379255,"[0.0, 0.0, np.float64(0.9999999901379255), np.float64(0.023241882991969165), np.float64(0.023241882991969165)]",7.0,0.018285759799058332,0.9999992401943895,0.9999999991736193,"[np.float64(0.9999992401943895), np.float64(0.9999999991736193), np.float64(0.9999996000646073), np.float64(0.018285759799058332), np.float64(0.018285759799058332)]",17.0
BIOMD0000000180,8,20,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.8177718027587151,0.9871651912773579,0.999999999310412,"[np.float64(0.8177718027587151), np.float64(0.9999931253370745), np.float64(0.997616808863744), np.float64(0.9999999770473736), np.float64(0.999999999310412), np.float64(0.96308495484768), np.float64(0.9767135736909718), np.float64(0.9422098086575023)]",49.0,0.0,0.9893113030205074,0.9999998071663797,"[np.float64(0.8814392228850829), np.float64(0.9999936299577545), np.float64(0.9788359780314267), 0.0, np.float64(0.5283242566213027), np.float64(0.9999353091355236), np.float64(0.9999998071663797), np.float64(0.9997866280095882)]",338.0
BIOMD0000000181,6,18,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0, 0.0, 0.0]",6.0,0.9999999559013255,0.9999999995204649,0.9999999999089055,"[np.float64(0.999999999824863), np.float64(0.9999999998777029), np.float64(0.9999999956386079), np.float64(0.9999999992160669), np.float64(0.9999999999089055), np.float64(0.9999999559013255)]",42.0,0.9989629704574455,0.9999999999947755,0.9999999999977023,"[np.float64(0.9989629704574455), np.float64(0.9999999999977023), np.float64(0.9999999999922301), np.float64(0.9999999999975743), np.float64(0.9999999999973208), np.float64(0.99999999994595)]",167.0
BIOMD0000000182,37,32,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",848.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5034.0
BIOMD0000000184,3,7,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",5.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]",22.0
BIOMD0000000185,8,20,0,1000,0.0,0.0,2.220446049250313e-16,"[0.0, 0.0, 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), 0.0, 0.0]",8.0,0.963393529132445,0.9972309823633032,0.9999944225073832,"[np.float64(0.9982990324747256), np.float64(0.9980419541639578), np.float64(0.9794265236373562), np.float64(0.9999910066122932), np.float64(0.9655063282836294), np.float64(0.9999944225073832), np.float64(0.963393529132445), np.float64(0.9964200105626486)]",65.0,0.8068609235922859,0.9998355802760875,0.999999999972995,"[np.float64(0.9999999978833367), np.float64(0.9627993461178753), np.float64(0.8895119841463464), np.float64(0.8068609235922859), np.float64(0.9996723093904208), np.float64(0.9999998597344336), np.float64(0.999999999972995), np.float64(0.9999988511617542)]",356.0
BIOMD0000000186,11,9,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",49.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",259.0
BIOMD0000000187,11,9,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",36.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",165.0
BIOMD0000000191,2,5,0,1000,0.0,0.0,0.0,"[0.0, 0.0]",2.0,0.983205898051563,0.9854754375546121,0.9877449770576612,"[np.float64(0.983205898051563), np.float64(0.9877449770576612)]",6.0,0.0,0.0,0.0,"[0.0, 0.0]",7.0
BIOMD0000000193,8,6,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",25.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",113.0
BIOMD0000000194,5,3,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",9.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",27.0
BIOMD0000000197,5,10,0,1000,0.0,0.0,2.220446049250313e-16,"[np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0]",1.0,0.9470429208932561,0.9757316276921251,0.9999606569430315,"[np.float64(0.9507743352487459), np.float64(0.9470429208932561), np.float64(0.9766627049645915), np.float64(0.9757316276921251), np.float64(0.9999606569430315)]",30.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",71.0
BIOMD0000000200,22,34,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.25422981098849096,"[0.0, np.float64(0.25422981098849096), 0.0, 0.0, np.float64(0.25422981098849096), 0.0, np.float64(0.25422981098849096), 0.0, 0.0, 0.0, np.float64(0.25422981098849096), np.float64(0.25422981098849096), 0.0, np.float64(0.25422981098849096), 0.0, 0.0, 0.0, 0.0, np.float64(0.25422981098849096), 0.0, 0.0, np.float64(0.25422981098849096)]",260.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2280.0
BIOMD0000000201,22,33,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.9889466436907273,"[0.0, 0.0, 0.0, np.float64(0.9212781480609924), 0.0, 0.0, np.float64(0.9662441426505757), 0.0, np.float64(0.8167937406198731), np.float64(0.9490454564530858), np.float64(0.9715886420464843), 0.0, np.float64(0.6719072132581883), np.float64(0.5817808619278786), np.float64(0.9889466436907273), np.float64(0.936004939926186), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",279.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3899.0
BIOMD0000000203,5,10,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, 0.0, 0.0, np.float64(1.1102230246251565e-16)]",3.0,0.0,0.9685252662812783,0.9803050369793549,"[np.float64(0.9803050369793533), np.float64(0.9803050369793549), 0.0, np.float64(0.9685252662812783), 0.0]",20.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",94.0
BIOMD0000000204,5,10,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",2.0,0.0,0.9678029510045913,0.9805022009487913,"[np.float64(0.9805022009487867), np.float64(0.9805022009487913), 0.0, np.float64(0.9678029510045913), 0.0]",19.0,0.0,0.0,0.6750174391989021,"[0.0, 0.0, 0.0, 0.0, np.float64(0.6750174391989021)]",97.0
BIOMD0000000206,9,11,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.0,0.290491167836447,0.5145128852862637,"[0.0, 0.0, 0.0, 0.0, np.float64(0.290491167836447), np.float64(0.3985757328264712), np.float64(0.5145128852862637), np.float64(0.30993711853452066), np.float64(0.36890908556340307)]",90.0,0.0,0.0,0.5915388945582352,"[0.0, 0.0, 0.0, 0.0, np.float64(0.5915388945582352), 0.0, np.float64(0.2043253339527772), np.float64(0.12693529928711733), 0.0]",495.0
BIOMD0000000207,6,6,0,1000,0.0,0.0,1.1102230246251565e-16,"[0.0, 0.0, 0.0, np.float64(1.1102230246251565e-16), 0.0, 0.0]",3.0,0.07647187380729226,0.9999952920081001,0.9999996136128099,"[np.float64(0.9999996136128099), np.float64(0.9999983155803847), np.float64(0.9999924541719101), np.float64(0.9999981298442903), np.float64(0.07647187380729226), np.float64(0.07647187380729226)]",24.0,0.0,0.07647148156352102,0.9999982121173363,"[0.0, 0.0, np.float64(0.999991704761754), np.float64(0.9999982121173363), np.float64(0.07647148156352102), np.float64(0.07647148156352102)]",49.0
BIOMD0000000209,8,12,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",4.0,0.0,0.9966628943421059,0.9999999998747453,"[np.float64(0.9999999912630263), 0.0, np.float64(0.9999768225734622), np.float64(0.9999999998747453), np.float64(0.9999989576270628), np.float64(0.9933489661107494), np.float64(0.08185312702859948), np.float64(0.08185312702859948)]",45.0,0.0,0.47646893980636806,0.999149674398115,"[np.float64(0.9989742573018399), 0.0, 0.0, np.float64(0.9529378796127361), np.float64(0.9615163081619938), np.float64(0.999149674398115), 0.0, 0.0]",176.0
BIOMD0000000210,8,12,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,0.0,0.0,0.9999176107943952,"[0.0, 0.0, 0.0, 0.0, np.float64(0.9895931747626537), np.float64(0.9999176107943952), 0.0, 0.0]",26.0,0.0,0.0,0.9999999940448379,"[0.0, 0.0, 0.0, 0.0, np.float64(0.9999999940448379), 0.0, 0.0, 0.0]",170.0
BIOMD0000000211,24,21,0,1000,0.0,0.0,2.220446049250313e-16,"[0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), np.float64(1.1102230246251565e-16), np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), 0.0, np.float64(2.220446049250313e-16), 0.0]",23.0,0.772502188050203,0.9969861193069874,0.9999960234998759,"[np.float64(0.9999955692932234), np.float64(0.9999960234998759), np.float64(0.9999583678546667), np.float64(0.9937787430317943), np.float64(0.9883916630853589), np.float64(0.9999693619875082), np.float64(0.8168508400400886), np.float64(0.9999494939543903), np.float64(0.9999494939543916), np.float64(0.9929913707597735), np.float64(0.8229033239422296), np.float64(0.8360402634138898), np.float64(0.8241275735351079), np.float64(0.9942654478769621), np.float64(0.9942180708396647), np.float64(0.9998209834306379), np.float64(0.9998320435623952), np.float64(0.9997067907370127), np.float64(0.9998941384463946), np.float64(0.9998941384463915), np.float64(0.8219690098009964), np.float64(0.9999538158943396), np.float64(0.8153132497393015), np.float64(0.772502188050203)]",600.0,0.0,0.0,0.647838712612437,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.647838712612437), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",7786.0
BIOMD0000000212,8,18,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,0.0,0.0,0.3169052520567748,"[0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.3169052520567748), 0.0, 0.0]",42.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",245.0
BIOMD0000000213,6,12,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.8896299589580636,0.9997372985885208,"[np.float64(0.9997372985885208), np.float64(0.8959316373772749), 0.0, np.float64(0.9837972624555483), np.float64(0.8802758059358964), np.float64(0.8833282805388525)]",35.0,0.9855742136858001,0.9887949056807981,0.999995812186603,"[np.float64(0.9999691217815749), np.float64(0.987798306822762), np.float64(0.999995812186603), np.float64(0.989791504538834), np.float64(0.9855742136858001), np.float64(0.9864323615670613)]",129.0
BIOMD0000000216,5,17,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.21535286778254603,0.6012585590534596,0.8851948840237308,"[np.float64(0.8851948840237308), np.float64(0.6012585590534596), np.float64(0.21535286778254603), np.float64(0.8734510170903323), np.float64(0.6012585590534558)]",22.0,0.0,0.0,0.546013372660928,"[np.float64(0.546013372660928), 0.0, 0.0, np.float64(0.2693380380326804), 0.0]",96.0
BIOMD0000000217,12,16,0,1000,0.0,0.0,2.220446049250313e-16,"[0.0, 0.0, np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0, np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, np.float64(1.1102230246251565e-16)]",6.0,0.0,0.9492584122874177,0.9995277087226585,"[0.0, np.float64(0.12942972962247468), np.float64(0.9864592363138063), np.float64(0.9120575882610291), np.float64(0.5961698092641592), np.float64(0.8940751778220866), np.float64(0.8940751732292976), np.float64(0.9949545040647761), np.float64(0.9995277087226585), np.float64(0.9939639680019441), np.float64(0.9939639686941143), np.float64(0.9985226645276651)]",140.0,0.0,0.9999962506830117,0.9999995328913349,"[0.0, 0.0, np.float64(0.9999926361871623), 0.0, 0.0, np.float64(0.9999981230960536), np.float64(0.9999981230961582), np.float64(0.9999958558272651), np.float64(0.9999989426902319), np.float64(0.9999966455387582), np.float64(0.9999966455390247), np.float64(0.9999995328913349)]",1078.0
BIOMD0000000218,9,14,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,0.0,0.7547319131672882,0.9906677011722982,"[np.float64(0.7934203074830788), np.float64(0.8656953571164254), np.float64(0.8087964125228916), 0.0, np.float64(0.9906677011722982), np.float64(0.7526762113313474), np.float64(0.7540940372395838), np.float64(0.7544569629872008), np.float64(0.7547319131672882)]",90.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",490.0
BIOMD0000000219,9,15,0,1000,0.0,0.0,3.3306690738754696e-16,"[np.float64(3.3306690738754696e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,0.0,0.6752228512354123,0.9540513488384281,"[np.float64(0.7722386926978815), 0.0, np.float64(0.7482755437934144), 0.0, np.float64(0.9540513488384281), np.float64(0.6752228512354123), 0.0, np.float64(0.7400624267606556), 0.0]",87.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",483.0
BIOMD0000000220,58,42,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3.0,0.0,0.03239103185728065,0.08273560308008832,"[0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.03239103185728065), 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.03239103185728065), 0.0, np.float64(0.03239103185728065), 0.0, 0.0, np.float64(0.03239103185728065), np.float64(0.08273560308008832), 0.0, 0.0, np.float64(0.03239103185728065), 0.0, 0.0, 0.0, 0.0, np.float64(0.03239103185728065), 0.0, 0.0, np.float64(0.03239103185728065), np.float64(0.03239103185728065), 0.0, np.float64(0.03239103185728065), 0.0, 0.0, np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.08162699503106985), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065), np.float64(0.03239103185728065)]",288.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
BIOMD0000000221,8,11,0,1000,0.0,0.0,2.220446049250313e-16,"[np.float64(2.220446049250313e-16), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",8.0,0.9597359725397734,0.9900335165811947,0.9986442641862212,"[np.float64(0.9986216641607356), np.float64(0.9986442641862212), np.float64(0.9841789252757822), np.float64(0.9821230613829158), np.float64(0.9978062669404713), np.float64(0.9597359725397734), np.float64(0.985665352293269), np.float64(0.9944016808691203)]",72.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",360.0
BIOMD0000000222,8,11,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",5.0,0.0,0.8537215297883025,0.9851804004016692,"[np.float64(0.8536716056786786), 0.0, 0.0, np.float64(0.9426178318360201), np.float64(0.9851804004016692), np.float64(0.8537714538979263), np.float64(0.7583554596546758), np.float64(0.9335835691241101)]",70.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",356.0
BIOMD0000000224,4,6,0,1000,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",4.0,0.0,0.6935575270279046,0.9934936031774192,"[np.float64(0.9934936031774192), 0.0, np.float64(0.9934936031774073), np.float64(0.39362145087840184)]",16.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]",36.0
